Flying	Scyther	123	Safari Zone	landmark	Rhyhorn	111	Rock
Flying	Scyther	123	Safari Zone	landmark	Chansey	113	Normal
Flying	Scyther	123	Safari Zone	landmark	Pinsir	127	Bug
Flying	Scyther	123	Celadon Game Corner	landmark	Abra	063	Psychic
Flying	Scyther	123	Celadon Game Corner	landmark	Nidorina	030	Poison
Flying	Scyther	123	Celadon Game Corner	landmark	Nidorino	033	Poison
Flying	Scyther	123	Celadon Game Corner	landmark	Clefairy	035	Fairy
Flying	Scyther	123	Celadon Game Corner	landmark	Dratini	147	Dragon
Flying	Scyther	123	Celadon Game Corner	landmark	Porygon	137	Normal
Flying	Scyther	123	Celadon Game Corner	landmark	Pinsir	127	Bug
Flying	Scyther	123	Celadon Game Corner	landmark	Pikachu	025	Electric
Flying	Scyther	123	Celadon Game Corner	landmark	Horsea	116	Water
Flying	Scyther	123	Celadon Game Corner	landmark	Clefable	036	Fairy
Flying	Scyther	123	Celadon Game Corner	landmark	Dragonair	148	Dragon
Flying	Articuno	144	Seafoam I	landmark	Zubat	041	Poison
Flying	Articuno	144	Seafoam I	landmark	Zubat	041	Flying
Flying	Articuno	144	Seafoam I	landmark	Golbat	042	Poison
Flying	Articuno	144	Seafoam I	landmark	Golbat	042	Flying
Flying	Articuno	144	Seafoam I	landmark	Psyduck	054	Water
Flying	Articuno	144	Seafoam I	landmark	Golduck	055	Water
Flying	Articuno	144	Seafoam I	landmark	Poliwag	060	Water
Flying	Articuno	144	Seafoam I	landmark	Slowpoke	079	Water
Flying	Articuno	144	Seafoam I	landmark	Slowpoke	079	Psychic
Flying	Articuno	144	Seafoam I	landmark	Slowbro	080	Water
Flying	Articuno	144	Seafoam I	landmark	Slowbro	080	Psychic
Flying	Articuno	144	Seafoam I	landmark	Seel	086	Water
Flying	Articuno	144	Seafoam I	landmark	Dewgong	087	Water
Flying	Articuno	144	Seafoam I	landmark	Dewgong	087	Ice
Flying	Articuno	144	Seafoam I	landmark	Shellder	090	Water
Flying	Articuno	144	Seafoam I	landmark	Krabby	098	Water
Flying	Articuno	144	Seafoam I	landmark	Kingler	099	Water
Flying	Articuno	144	Seafoam I	landmark	Horsea	116	Water
Flying	Articuno	144	Seafoam I	landmark	Seadra	117	Water
Flying	Articuno	144	Seafoam I	landmark	Goldeen	118	Water
Flying	Articuno	144	Seafoam I	landmark	Staryu	120	Water
Flying	Articuno	144	Seafoam I	landmark	Magikarp	129	Water
Flying	Moltres	146	Victory Road	landmark	Zubat	041	Poison
Flying	Moltres	146	Victory Road	landmark	Zubat	041	Flying
Flying	Moltres	146	Victory Road	landmark	Golbat	042	Poison
Flying	Moltres	146	Victory Road	landmark	Golbat	042	Flying
Flying	Moltres	146	Victory Road	landmark	Machop	066	Fighting
Flying	Moltres	146	Victory Road	landmark	Machoke	067	Fighting
Flying	Moltres	146	Victory Road	landmark	Geodude	074	Rock
Flying	Moltres	146	Victory Road	landmark	Geodude	074	Ground
Flying	Moltres	146	Victory Road	landmark	Graveler	075	Rock
Flying	Moltres	146	Victory Road	landmark	Graveler	075	Ground
Flying	Moltres	146	Victory Road	landmark	Onix	095	Rock
Flying	Moltres	146	Victory Road	landmark	Onix	095	Ground
Flying	Moltres	146	Victory Road	landmark	Marowak	105	Ground
Flying	Moltres	146	Victory Road	landmark	Venomoth	049	Bug
Flying	Moltres	146	Victory Road	landmark	Venomoth	049	Poison
Water	Squirtle	007	Pallet Town	city/town	Bulbasaur	001	Grass
Water	Squirtle	007	Pallet Town	city/town	Bulbasaur	001	Poison
Water	Squirtle	007	Pallet Town	city/town	Charmander	004	Fire
Water	Squirtle	007	Pallet Town	city/town	Pikachu	025	Electric
Water	Squirtle	007	Pallet Town	city/town	Eevee	133	Normal
Water	Horsea	116	Seafoam I	landmark	Zubat	041	Poison
Water	Horsea	116	Seafoam I	landmark	Zubat	041	Flying
Water	Horsea	116	Seafoam I	landmark	Golbat	042	Poison
Water	Horsea	116	Seafoam I	landmark	Golbat	042	Flying
Water	Horsea	116	Seafoam I	landmark	Psyduck	054	Water
Water	Horsea	116	Seafoam I	landmark	Golduck	055	Water
Water	Horsea	116	Seafoam I	landmark	Poliwag	060	Water
Water	Horsea	116	Seafoam I	landmark	Slowpoke	079	Water
Water	Horsea	116	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Horsea	116	Seafoam I	landmark	Slowbro	080	Water
Water	Horsea	116	Seafoam I	landmark	Slowbro	080	Psychic
Water	Horsea	116	Seafoam I	landmark	Seel	086	Water
Water	Horsea	116	Seafoam I	landmark	Dewgong	087	Water
Water	Horsea	116	Seafoam I	landmark	Dewgong	087	Ice
Water	Horsea	116	Seafoam I	landmark	Shellder	090	Water
Water	Horsea	116	Seafoam I	landmark	Krabby	098	Water
Water	Horsea	116	Seafoam I	landmark	Kingler	099	Water
Water	Horsea	116	Seafoam I	landmark	Seadra	117	Water
Water	Horsea	116	Seafoam I	landmark	Goldeen	118	Water
Water	Horsea	116	Seafoam I	landmark	Staryu	120	Water
Water	Horsea	116	Seafoam I	landmark	Magikarp	129	Water
Water	Horsea	116	Seafoam I	landmark	Articuno	144	Ice
Water	Horsea	116	Seafoam I	landmark	Articuno	144	Flying
Water	Horsea	116	Celadon Game Corner	landmark	Abra	063	Psychic
Water	Horsea	116	Celadon Game Corner	landmark	Nidorina	030	Poison
Water	Horsea	116	Celadon Game Corner	landmark	Nidorino	033	Poison
Water	Horsea	116	Celadon Game Corner	landmark	Clefairy	035	Fairy
Water	Horsea	116	Celadon Game Corner	landmark	Dratini	147	Dragon
Water	Horsea	116	Celadon Game Corner	landmark	Porygon	137	Normal
Water	Horsea	116	Celadon Game Corner	landmark	Scyther	123	Bug
Water	Horsea	116	Celadon Game Corner	landmark	Scyther	123	Flying
Water	Horsea	116	Celadon Game Corner	landmark	Pinsir	127	Bug
Water	Horsea	116	Celadon Game Corner	landmark	Pikachu	025	Electric
Water	Horsea	116	Celadon Game Corner	landmark	Clefable	036	Fairy
Water	Horsea	116	Celadon Game Corner	landmark	Dragonair	148	Dragon
Water	Seadra	117	Seafoam I	landmark	Zubat	041	Poison
Water	Seadra	117	Seafoam I	landmark	Zubat	041	Flying
Water	Seadra	117	Seafoam I	landmark	Golbat	042	Poison
Water	Seadra	117	Seafoam I	landmark	Golbat	042	Flying
Water	Seadra	117	Seafoam I	landmark	Psyduck	054	Water
Water	Seadra	117	Seafoam I	landmark	Golduck	055	Water
Water	Seadra	117	Seafoam I	landmark	Poliwag	060	Water
Water	Seadra	117	Seafoam I	landmark	Slowpoke	079	Water
Water	Seadra	117	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Seadra	117	Seafoam I	landmark	Slowbro	080	Water
Water	Seadra	117	Seafoam I	landmark	Slowbro	080	Psychic
Water	Seadra	117	Seafoam I	landmark	Seel	086	Water
Water	Seadra	117	Seafoam I	landmark	Dewgong	087	Water
Water	Seadra	117	Seafoam I	landmark	Dewgong	087	Ice
Water	Seadra	117	Seafoam I	landmark	Shellder	090	Water
Water	Seadra	117	Seafoam I	landmark	Krabby	098	Water
Water	Seadra	117	Seafoam I	landmark	Kingler	099	Water
Water	Seadra	117	Seafoam I	landmark	Horsea	116	Water
Water	Seadra	117	Seafoam I	landmark	Goldeen	118	Water
Water	Seadra	117	Seafoam I	landmark	Staryu	120	Water
Water	Seadra	117	Seafoam I	landmark	Magikarp	129	Water
Water	Seadra	117	Seafoam I	landmark	Articuno	144	Ice
Water	Seadra	117	Seafoam I	landmark	Articuno	144	Flying
Water	Goldeen	118	Route 14	route	Pidgey	016	Normal
Water	Goldeen	118	Route 14	route	Pidgey	016	Flying
Water	Goldeen	118	Route 14	route	Pidgeotto	017	Normal
Water	Goldeen	118	Route 14	route	Pidgeotto	017	Flying
Water	Goldeen	118	Route 14	route	Oddish	043	Grass
Water	Goldeen	118	Route 14	route	Oddish	043	Poison
Water	Goldeen	118	Route 14	route	Gloom	044	Grass
Water	Goldeen	118	Route 14	route	Gloom	044	Poison
Water	Goldeen	118	Route 14	route	Venonat	048	Bug
Water	Goldeen	118	Route 14	route	Venonat	048	Poison
Water	Goldeen	118	Route 14	route	Bellsprout	069	Grass
Water	Goldeen	118	Route 14	route	Bellsprout	069	Poison
Water	Goldeen	118	Route 14	route	Weepinbell	070	Grass
Water	Goldeen	118	Route 14	route	Weepinbell	070	Poison
Water	Goldeen	118	Route 14	route	Ditto	132	Normal
Water	Goldeen	118	Route 14	route	Magikarp	129	Water
Water	Goldeen	118	Route 14	route	Poliwag	060	Water
Water	Goldeen	118	Route 13	route	Pidgey	016	Normal
Water	Goldeen	118	Route 13	route	Pidgey	016	Flying
Water	Goldeen	118	Route 13	route	Oddish	043	Grass
Water	Goldeen	118	Route 13	route	Oddish	043	Poison
Water	Goldeen	118	Route 13	route	Gloom	044	Grass
Water	Goldeen	118	Route 13	route	Gloom	044	Poison
Water	Goldeen	118	Route 13	route	Venonat	048	Bug
Water	Goldeen	118	Route 13	route	Venonat	048	Poison
Water	Goldeen	118	Route 13	route	Bellsprout	069	Grass
Water	Goldeen	118	Route 13	route	Bellsprout	069	Poison
Water	Goldeen	118	Route 13	route	Weepinbell	070	Grass
Water	Goldeen	118	Route 13	route	Weepinbell	070	Poison
Water	Goldeen	118	Route 13	route	Ditto	132	Normal
Water	Goldeen	118	Route 13	route	Magikarp	129	Water
Water	Goldeen	118	Route 13	route	Poliwag	060	Water
Water	Goldeen	118	Route 13	route	Tentacool	072	Water
Water	Goldeen	118	Route 13	route	Tentacool	072	Poison
Water	Goldeen	118	Route 13	route	Krabby	098	Water
Water	Goldeen	118	Seafoam I	landmark	Zubat	041	Poison
Water	Goldeen	118	Seafoam I	landmark	Zubat	041	Flying
Water	Goldeen	118	Seafoam I	landmark	Golbat	042	Poison
Water	Goldeen	118	Seafoam I	landmark	Golbat	042	Flying
Water	Goldeen	118	Seafoam I	landmark	Psyduck	054	Water
Water	Goldeen	118	Seafoam I	landmark	Golduck	055	Water
Water	Goldeen	118	Seafoam I	landmark	Poliwag	060	Water
Water	Goldeen	118	Seafoam I	landmark	Slowpoke	079	Water
Water	Goldeen	118	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Goldeen	118	Seafoam I	landmark	Slowbro	080	Water
Water	Goldeen	118	Seafoam I	landmark	Slowbro	080	Psychic
Water	Goldeen	118	Seafoam I	landmark	Seel	086	Water
Water	Goldeen	118	Seafoam I	landmark	Dewgong	087	Water
Water	Goldeen	118	Seafoam I	landmark	Dewgong	087	Ice
Water	Goldeen	118	Seafoam I	landmark	Shellder	090	Water
Water	Goldeen	118	Seafoam I	landmark	Krabby	098	Water
Water	Goldeen	118	Seafoam I	landmark	Kingler	099	Water
Water	Goldeen	118	Seafoam I	landmark	Horsea	116	Water
Water	Goldeen	118	Seafoam I	landmark	Seadra	117	Water
Water	Goldeen	118	Seafoam I	landmark	Staryu	120	Water
Water	Goldeen	118	Seafoam I	landmark	Magikarp	129	Water
Water	Goldeen	118	Seafoam I	landmark	Articuno	144	Ice
Water	Goldeen	118	Seafoam I	landmark	Articuno	144	Flying
Water	Staryu	120	Seafoam I	landmark	Zubat	041	Poison
Water	Staryu	120	Seafoam I	landmark	Zubat	041	Flying
Water	Staryu	120	Seafoam I	landmark	Golbat	042	Poison
Water	Staryu	120	Seafoam I	landmark	Golbat	042	Flying
Water	Staryu	120	Seafoam I	landmark	Psyduck	054	Water
Water	Staryu	120	Seafoam I	landmark	Golduck	055	Water
Water	Staryu	120	Seafoam I	landmark	Poliwag	060	Water
Water	Staryu	120	Seafoam I	landmark	Slowpoke	079	Water
Water	Staryu	120	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Staryu	120	Seafoam I	landmark	Slowbro	080	Water
Water	Staryu	120	Seafoam I	landmark	Slowbro	080	Psychic
Water	Staryu	120	Seafoam I	landmark	Seel	086	Water
Water	Staryu	120	Seafoam I	landmark	Dewgong	087	Water
Water	Staryu	120	Seafoam I	landmark	Dewgong	087	Ice
Water	Staryu	120	Seafoam I	landmark	Shellder	090	Water
Water	Staryu	120	Seafoam I	landmark	Krabby	098	Water
Water	Staryu	120	Seafoam I	landmark	Kingler	099	Water
Water	Staryu	120	Seafoam I	landmark	Horsea	116	Water
Water	Staryu	120	Seafoam I	landmark	Seadra	117	Water
Water	Staryu	120	Seafoam I	landmark	Goldeen	118	Water
Water	Staryu	120	Seafoam I	landmark	Magikarp	129	Water
Water	Staryu	120	Seafoam I	landmark	Articuno	144	Ice
Water	Staryu	120	Seafoam I	landmark	Articuno	144	Flying
Water	Magikarp	129	Route 14	route	Pidgey	016	Normal
Water	Magikarp	129	Route 14	route	Pidgey	016	Flying
Water	Magikarp	129	Route 14	route	Pidgeotto	017	Normal
Water	Magikarp	129	Route 14	route	Pidgeotto	017	Flying
Water	Magikarp	129	Route 14	route	Oddish	043	Grass
Water	Magikarp	129	Route 14	route	Oddish	043	Poison
Water	Magikarp	129	Route 14	route	Gloom	044	Grass
Water	Magikarp	129	Route 14	route	Gloom	044	Poison
Water	Magikarp	129	Route 14	route	Venonat	048	Bug
Water	Magikarp	129	Route 14	route	Venonat	048	Poison
Water	Magikarp	129	Route 14	route	Bellsprout	069	Grass
Water	Magikarp	129	Route 14	route	Bellsprout	069	Poison
Water	Magikarp	129	Route 14	route	Weepinbell	070	Grass
Water	Magikarp	129	Route 14	route	Weepinbell	070	Poison
Water	Magikarp	129	Route 14	route	Ditto	132	Normal
Water	Magikarp	129	Route 14	route	Poliwag	060	Water
Water	Magikarp	129	Route 14	route	Goldeen	118	Water
Water	Magikarp	129	Route 13	route	Pidgey	016	Normal
Water	Magikarp	129	Route 13	route	Pidgey	016	Flying
Water	Magikarp	129	Route 13	route	Oddish	043	Grass
Water	Magikarp	129	Route 13	route	Oddish	043	Poison
Water	Magikarp	129	Route 13	route	Gloom	044	Grass
Water	Magikarp	129	Route 13	route	Gloom	044	Poison
Water	Magikarp	129	Route 13	route	Venonat	048	Bug
Water	Magikarp	129	Route 13	route	Venonat	048	Poison
Water	Magikarp	129	Route 13	route	Bellsprout	069	Grass
Water	Magikarp	129	Route 13	route	Bellsprout	069	Poison
Water	Magikarp	129	Route 13	route	Weepinbell	070	Grass
Water	Magikarp	129	Route 13	route	Weepinbell	070	Poison
Water	Magikarp	129	Route 13	route	Ditto	132	Normal
Water	Magikarp	129	Route 13	route	Poliwag	060	Water
Water	Magikarp	129	Route 13	route	Goldeen	118	Water
Water	Magikarp	129	Route 13	route	Tentacool	072	Water
Water	Magikarp	129	Route 13	route	Tentacool	072	Poison
Water	Magikarp	129	Route 13	route	Krabby	098	Water
Water	Magikarp	129	Seafoam I	landmark	Zubat	041	Poison
Water	Magikarp	129	Seafoam I	landmark	Zubat	041	Flying
Water	Magikarp	129	Seafoam I	landmark	Golbat	042	Poison
Water	Magikarp	129	Seafoam I	landmark	Golbat	042	Flying
Water	Magikarp	129	Seafoam I	landmark	Psyduck	054	Water
Water	Magikarp	129	Seafoam I	landmark	Golduck	055	Water
Water	Magikarp	129	Seafoam I	landmark	Poliwag	060	Water
Water	Magikarp	129	Seafoam I	landmark	Slowpoke	079	Water
Water	Magikarp	129	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Magikarp	129	Seafoam I	landmark	Slowbro	080	Water
Water	Magikarp	129	Seafoam I	landmark	Slowbro	080	Psychic
Water	Magikarp	129	Seafoam I	landmark	Seel	086	Water
Water	Magikarp	129	Seafoam I	landmark	Dewgong	087	Water
Water	Magikarp	129	Seafoam I	landmark	Dewgong	087	Ice
Water	Magikarp	129	Seafoam I	landmark	Shellder	090	Water
Water	Magikarp	129	Seafoam I	landmark	Krabby	098	Water
Water	Magikarp	129	Seafoam I	landmark	Kingler	099	Water
Water	Magikarp	129	Seafoam I	landmark	Horsea	116	Water
Water	Magikarp	129	Seafoam I	landmark	Seadra	117	Water
Water	Magikarp	129	Seafoam I	landmark	Goldeen	118	Water
Water	Magikarp	129	Seafoam I	landmark	Staryu	120	Water
Water	Magikarp	129	Seafoam I	landmark	Articuno	144	Ice
Water	Magikarp	129	Seafoam I	landmark	Articuno	144	Flying
Water	Lapras	131	Fuchsia City	city/town	Chansey	113	Normal
Water	Lapras	131	Fuchsia City	city/town	Voltorb	100	Electric
Water	Lapras	131	Fuchsia City	city/town	Kangaskhan	115	Normal
Water	Lapras	131	Fuchsia City	city/town	Slowpoke	079	Water
Water	Lapras	131	Fuchsia City	city/town	Slowpoke	079	Psychic
Water	Lapras	131	Fuchsia City	city/town	Kabuto	140	Rock
Water	Lapras	131	Fuchsia City	city/town	Kabuto	140	Water
Water	Lapras	131	Fuchsia City	city/town	Omanyte	138	Rock
Water	Lapras	131	Fuchsia City	city/town	Omanyte	138	Water
Water	Omanyte	138	Fuchsia City	city/town	Chansey	113	Normal
Water	Omanyte	138	Fuchsia City	city/town	Lapras	131	Water
Water	Omanyte	138	Fuchsia City	city/town	Lapras	131	Ice
Water	Omanyte	138	Fuchsia City	city/town	Voltorb	100	Electric
Water	Omanyte	138	Fuchsia City	city/town	Kangaskhan	115	Normal
Water	Omanyte	138	Fuchsia City	city/town	Slowpoke	079	Water
Water	Omanyte	138	Fuchsia City	city/town	Slowpoke	079	Psychic
Water	Omanyte	138	Fuchsia City	city/town	Kabuto	140	Rock
Water	Omanyte	138	Fuchsia City	city/town	Kabuto	140	Water
Water	Kabuto	140	Fuchsia City	city/town	Chansey	113	Normal
Water	Kabuto	140	Fuchsia City	city/town	Lapras	131	Water
Water	Kabuto	140	Fuchsia City	city/town	Lapras	131	Ice
Water	Kabuto	140	Fuchsia City	city/town	Voltorb	100	Electric
Water	Kabuto	140	Fuchsia City	city/town	Kangaskhan	115	Normal
Water	Kabuto	140	Fuchsia City	city/town	Slowpoke	079	Water
Water	Kabuto	140	Fuchsia City	city/town	Slowpoke	079	Psychic
Water	Kabuto	140	Fuchsia City	city/town	Omanyte	138	Rock
Water	Kabuto	140	Fuchsia City	city/town	Omanyte	138	Water
Water	Psyduck	054	Seafoam I	landmark	Zubat	041	Poison
Water	Psyduck	054	Seafoam I	landmark	Zubat	041	Flying
Water	Psyduck	054	Seafoam I	landmark	Golbat	042	Poison
Water	Psyduck	054	Seafoam I	landmark	Golbat	042	Flying
Water	Psyduck	054	Seafoam I	landmark	Golduck	055	Water
Water	Psyduck	054	Seafoam I	landmark	Poliwag	060	Water
Water	Psyduck	054	Seafoam I	landmark	Slowpoke	079	Water
Water	Psyduck	054	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Psyduck	054	Seafoam I	landmark	Slowbro	080	Water
Water	Psyduck	054	Seafoam I	landmark	Slowbro	080	Psychic
Water	Psyduck	054	Seafoam I	landmark	Seel	086	Water
Water	Psyduck	054	Seafoam I	landmark	Dewgong	087	Water
Water	Psyduck	054	Seafoam I	landmark	Dewgong	087	Ice
Water	Psyduck	054	Seafoam I	landmark	Shellder	090	Water
Water	Psyduck	054	Seafoam I	landmark	Krabby	098	Water
Water	Psyduck	054	Seafoam I	landmark	Kingler	099	Water
Water	Psyduck	054	Seafoam I	landmark	Horsea	116	Water
Water	Psyduck	054	Seafoam I	landmark	Seadra	117	Water
Water	Psyduck	054	Seafoam I	landmark	Goldeen	118	Water
Water	Psyduck	054	Seafoam I	landmark	Staryu	120	Water
Water	Psyduck	054	Seafoam I	landmark	Magikarp	129	Water
Water	Psyduck	054	Seafoam I	landmark	Articuno	144	Ice
Water	Psyduck	054	Seafoam I	landmark	Articuno	144	Flying
Water	Psyduck	054	Lavender Town	city/town	Nidorino	033	Poison
Water	Golduck	055	Seafoam I	landmark	Zubat	041	Poison
Water	Golduck	055	Seafoam I	landmark	Zubat	041	Flying
Water	Golduck	055	Seafoam I	landmark	Golbat	042	Poison
Water	Golduck	055	Seafoam I	landmark	Golbat	042	Flying
Water	Golduck	055	Seafoam I	landmark	Psyduck	054	Water
Water	Golduck	055	Seafoam I	landmark	Poliwag	060	Water
Water	Golduck	055	Seafoam I	landmark	Slowpoke	079	Water
Water	Golduck	055	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Golduck	055	Seafoam I	landmark	Slowbro	080	Water
Water	Golduck	055	Seafoam I	landmark	Slowbro	080	Psychic
Water	Golduck	055	Seafoam I	landmark	Seel	086	Water
Water	Golduck	055	Seafoam I	landmark	Dewgong	087	Water
Water	Golduck	055	Seafoam I	landmark	Dewgong	087	Ice
Water	Golduck	055	Seafoam I	landmark	Shellder	090	Water
Water	Golduck	055	Seafoam I	landmark	Krabby	098	Water
Water	Golduck	055	Seafoam I	landmark	Kingler	099	Water
Water	Golduck	055	Seafoam I	landmark	Horsea	116	Water
Water	Golduck	055	Seafoam I	landmark	Seadra	117	Water
Water	Golduck	055	Seafoam I	landmark	Goldeen	118	Water
Water	Golduck	055	Seafoam I	landmark	Staryu	120	Water
Water	Golduck	055	Seafoam I	landmark	Magikarp	129	Water
Water	Golduck	055	Seafoam I	landmark	Articuno	144	Ice
Water	Golduck	055	Seafoam I	landmark	Articuno	144	Flying
Water	Poliwag	060	Route 14	route	Pidgey	016	Normal
Water	Poliwag	060	Route 14	route	Pidgey	016	Flying
Water	Poliwag	060	Route 14	route	Pidgeotto	017	Normal
Water	Poliwag	060	Route 14	route	Pidgeotto	017	Flying
Water	Poliwag	060	Route 14	route	Oddish	043	Grass
Water	Poliwag	060	Route 14	route	Oddish	043	Poison
Water	Poliwag	060	Route 14	route	Gloom	044	Grass
Water	Poliwag	060	Route 14	route	Gloom	044	Poison
Water	Poliwag	060	Route 14	route	Venonat	048	Bug
Water	Poliwag	060	Route 14	route	Venonat	048	Poison
Water	Poliwag	060	Route 14	route	Bellsprout	069	Grass
Water	Poliwag	060	Route 14	route	Bellsprout	069	Poison
Water	Poliwag	060	Route 14	route	Weepinbell	070	Grass
Water	Poliwag	060	Route 14	route	Weepinbell	070	Poison
Water	Poliwag	060	Route 14	route	Ditto	132	Normal
Water	Poliwag	060	Route 14	route	Magikarp	129	Water
Water	Poliwag	060	Route 14	route	Goldeen	118	Water
Water	Poliwag	060	Route 13	route	Pidgey	016	Normal
Water	Poliwag	060	Route 13	route	Pidgey	016	Flying
Water	Poliwag	060	Route 13	route	Oddish	043	Grass
Water	Poliwag	060	Route 13	route	Oddish	043	Poison
Water	Poliwag	060	Route 13	route	Gloom	044	Grass
Water	Poliwag	060	Route 13	route	Gloom	044	Poison
Water	Poliwag	060	Route 13	route	Venonat	048	Bug
Water	Poliwag	060	Route 13	route	Venonat	048	Poison
Water	Poliwag	060	Route 13	route	Bellsprout	069	Grass
Water	Poliwag	060	Route 13	route	Bellsprout	069	Poison
Water	Poliwag	060	Route 13	route	Weepinbell	070	Grass
Water	Poliwag	060	Route 13	route	Weepinbell	070	Poison
Water	Poliwag	060	Route 13	route	Ditto	132	Normal
Water	Poliwag	060	Route 13	route	Magikarp	129	Water
Water	Poliwag	060	Route 13	route	Goldeen	118	Water
Water	Poliwag	060	Route 13	route	Tentacool	072	Water
Water	Poliwag	060	Route 13	route	Tentacool	072	Poison
Water	Poliwag	060	Route 13	route	Krabby	098	Water
Water	Poliwag	060	Seafoam I	landmark	Zubat	041	Poison
Water	Poliwag	060	Seafoam I	landmark	Zubat	041	Flying
Water	Poliwag	060	Seafoam I	landmark	Golbat	042	Poison
Water	Poliwag	060	Seafoam I	landmark	Golbat	042	Flying
Water	Poliwag	060	Seafoam I	landmark	Psyduck	054	Water
Water	Poliwag	060	Seafoam I	landmark	Golduck	055	Water
Water	Poliwag	060	Seafoam I	landmark	Slowpoke	079	Water
Water	Poliwag	060	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Poliwag	060	Seafoam I	landmark	Slowbro	080	Water
Water	Poliwag	060	Seafoam I	landmark	Slowbro	080	Psychic
Water	Poliwag	060	Seafoam I	landmark	Seel	086	Water
Water	Poliwag	060	Seafoam I	landmark	Dewgong	087	Water
Water	Poliwag	060	Seafoam I	landmark	Dewgong	087	Ice
Water	Poliwag	060	Seafoam I	landmark	Shellder	090	Water
Water	Poliwag	060	Seafoam I	landmark	Krabby	098	Water
Water	Poliwag	060	Seafoam I	landmark	Kingler	099	Water
Water	Poliwag	060	Seafoam I	landmark	Horsea	116	Water
Water	Poliwag	060	Seafoam I	landmark	Seadra	117	Water
Water	Poliwag	060	Seafoam I	landmark	Goldeen	118	Water
Water	Poliwag	060	Seafoam I	landmark	Staryu	120	Water
Water	Poliwag	060	Seafoam I	landmark	Magikarp	129	Water
Water	Poliwag	060	Seafoam I	landmark	Articuno	144	Ice
Water	Poliwag	060	Seafoam I	landmark	Articuno	144	Flying
Water	Tentacool	072	Route 13	route	Pidgey	016	Normal
Water	Tentacool	072	Route 13	route	Pidgey	016	Flying
Water	Tentacool	072	Route 13	route	Oddish	043	Grass
Water	Tentacool	072	Route 13	route	Oddish	043	Poison
Water	Tentacool	072	Route 13	route	Gloom	044	Grass
Water	Tentacool	072	Route 13	route	Gloom	044	Poison
Water	Tentacool	072	Route 13	route	Venonat	048	Bug
Water	Tentacool	072	Route 13	route	Venonat	048	Poison
Water	Tentacool	072	Route 13	route	Bellsprout	069	Grass
Water	Tentacool	072	Route 13	route	Bellsprout	069	Poison
Water	Tentacool	072	Route 13	route	Weepinbell	070	Grass
Water	Tentacool	072	Route 13	route	Weepinbell	070	Poison
Water	Tentacool	072	Route 13	route	Ditto	132	Normal
Water	Tentacool	072	Route 13	route	Magikarp	129	Water
Water	Tentacool	072	Route 13	route	Poliwag	060	Water
Water	Tentacool	072	Route 13	route	Goldeen	118	Water
Water	Tentacool	072	Route 13	route	Krabby	098	Water
Water	Slowpoke	079	Seafoam I	landmark	Zubat	041	Poison
Water	Slowpoke	079	Seafoam I	landmark	Zubat	041	Flying
Water	Slowpoke	079	Seafoam I	landmark	Golbat	042	Poison
Water	Slowpoke	079	Seafoam I	landmark	Golbat	042	Flying
Water	Slowpoke	079	Seafoam I	landmark	Psyduck	054	Water
Water	Slowpoke	079	Seafoam I	landmark	Golduck	055	Water
Water	Slowpoke	079	Seafoam I	landmark	Poliwag	060	Water
Water	Slowpoke	079	Seafoam I	landmark	Slowbro	080	Water
Water	Slowpoke	079	Seafoam I	landmark	Slowbro	080	Psychic
Water	Slowpoke	079	Seafoam I	landmark	Seel	086	Water
Water	Slowpoke	079	Seafoam I	landmark	Dewgong	087	Water
Water	Slowpoke	079	Seafoam I	landmark	Dewgong	087	Ice
Water	Slowpoke	079	Seafoam I	landmark	Shellder	090	Water
Water	Slowpoke	079	Seafoam I	landmark	Krabby	098	Water
Water	Slowpoke	079	Seafoam I	landmark	Kingler	099	Water
Water	Slowpoke	079	Seafoam I	landmark	Horsea	116	Water
Water	Slowpoke	079	Seafoam I	landmark	Seadra	117	Water
Water	Slowpoke	079	Seafoam I	landmark	Goldeen	118	Water
Water	Slowpoke	079	Seafoam I	landmark	Staryu	120	Water
Water	Slowpoke	079	Seafoam I	landmark	Magikarp	129	Water
Water	Slowpoke	079	Seafoam I	landmark	Articuno	144	Ice
Water	Slowpoke	079	Seafoam I	landmark	Articuno	144	Flying
Water	Slowpoke	079	Fuchsia City	city/town	Chansey	113	Normal
Water	Slowpoke	079	Fuchsia City	city/town	Lapras	131	Water
Water	Slowpoke	079	Fuchsia City	city/town	Lapras	131	Ice
Water	Slowpoke	079	Fuchsia City	city/town	Voltorb	100	Electric
Water	Slowpoke	079	Fuchsia City	city/town	Kangaskhan	115	Normal
Water	Slowpoke	079	Fuchsia City	city/town	Kabuto	140	Rock
Water	Slowpoke	079	Fuchsia City	city/town	Kabuto	140	Water
Water	Slowpoke	079	Fuchsia City	city/town	Omanyte	138	Rock
Water	Slowpoke	079	Fuchsia City	city/town	Omanyte	138	Water
Water	Slowbro	080	Seafoam I	landmark	Zubat	041	Poison
